age,education,education-num,marital-status,occupation,relationship,race,sex
24,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
67,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
32,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female
21,Some-college,10,Never-married,Other-service,Own-child,White,Female
39,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female
33,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
48,HS-grad,9,Divorced,Sales,Not-in-family,White,Male
21,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female
68,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female
24,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male
24,11th,7,Never-married,Farming-fishing,Unmarried,White,Male
23,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
40,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
48,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female
42,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
45,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female
31,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
53,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
25,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female
32,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male
34,11th,7,Married-civ-spouse,Sales,Husband,White,Male
41,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
57,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
25,10th,6,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male
40,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
17,11th,7,Never-married,Sales,Own-child,White,Female
17,9th,5,Never-married,Craft-repair,Own-child,White,Male
82,Some-college,10,Widowed,Sales,Not-in-family,White,Male
40,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female
26,Some-college,10,Never-married,Sales,Not-in-family,Black,Male
37,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male
25,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male
65,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
39,Bachelors,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male
36,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
37,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
23,HS-grad,9,Never-married,Sales,Own-child,White,Male
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
63,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
59,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female
49,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
62,9th,5,Never-married,?,Unmarried,White,Female
17,11th,7,Never-married,Sales,Own-child,White,Female
28,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
45,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
40,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
45,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
20,9th,5,Never-married,Machine-op-inspct,Own-child,White,Male
19,10th,6,Never-married,?,Not-in-family,White,Female
59,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
41,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male
49,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male
37,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male
31,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
27,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female
20,HS-grad,9,Never-married,?,Other-relative,White,Male
51,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female
46,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
48,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female
50,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male
41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female
54,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
44,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
42,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female
34,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
46,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male
30,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
22,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
21,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male
40,Preschool,1,Married-spouse-absent,Adm-clerical,Own-child,White,Male
56,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
48,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
21,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female
52,11th,7,Widowed,Craft-repair,Not-in-family,White,Male
60,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
30,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
36,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
42,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
28,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
62,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male
65,HS-grad,9,Separated,?,Not-in-family,White,Female
45,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
43,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
24,Some-college,10,Never-married,Other-service,Not-in-family,White,Male
44,HS-grad,9,Separated,Other-service,Unmarried,White,Female
25,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male
21,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male
29,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male
21,Some-college,10,Never-married,Other-service,Not-in-family,White,Male
41,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
64,Bachelors,13,Married-civ-spouse,?,Wife,Black,Female
55,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
63,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
21,Some-college,10,Never-married,Sales,Own-child,White,Male
28,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female
45,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female
21,HS-grad,9,Never-married,Other-service,Own-child,White,Female
34,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female
53,12th,8,Never-married,Other-service,Not-in-family,Other,Female
45,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
47,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female
41,11th,7,Divorced,Exec-managerial,Unmarried,White,Female
35,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
43,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
53,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male
34,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male
46,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male
59,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female
53,Bachelors,13,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male
33,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,Black,Male
45,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
48,Masters,14,Married-civ-spouse,Sales,Husband,White,Male
42,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
55,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
46,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
17,11th,7,Never-married,Sales,Own-child,White,Female
23,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female
21,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
53,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male
61,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
58,HS-grad,9,Divorced,Other-service,Own-child,Black,Male
36,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
45,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female
39,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female
39,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female
48,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female
41,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
30,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Male
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Some-college,10,Separated,Sales,Unmarried,White,Female
41,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
47,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
51,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
60,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
51,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female
20,Some-college,10,Never-married,Other-service,Not-in-family,White,Male
29,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female
42,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male
32,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female
19,12th,8,Never-married,Sales,Other-relative,White,Male
34,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male
48,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female
38,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female
40,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male
38,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male
26,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
23,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male
20,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male
49,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male
23,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female
47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
43,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
56,Some-college,10,Divorced,Other-service,Not-in-family,White,Male
60,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male
29,HS-grad,9,Divorced,Sales,Own-child,White,Male
25,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female
39,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male
37,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Other,Female
38,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
47,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female
50,Prof-school,15,Divorced,Sales,Not-in-family,White,Male
64,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
35,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
25,11th,7,Never-married,?,Unmarried,White,Female
42,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male
21,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
53,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male
29,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female
34,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,12th,8,Never-married,Adm-clerical,Own-child,White,Female
18,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male
57,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male
27,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
23,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male
36,Bachelors,13,Divorced,Sales,Not-in-family,White,Male
48,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female
40,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
51,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female
59,9th,5,Married-civ-spouse,Other-service,Husband,White,Male
32,Some-college,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female
39,Some-college,10,Divorced,Other-service,Not-in-family,White,Male
32,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
38,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
44,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
51,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
54,HS-grad,9,Never-married,Other-service,Other-relative,White,Female
22,Some-college,10,Never-married,Sales,Not-in-family,White,Female
19,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female
31,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male
53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
19,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male
40,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male
21,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
39,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
40,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
36,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
18,9th,5,Never-married,Sales,Own-child,White,Female
32,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
18,11th,7,Never-married,Sales,Own-child,White,Male
19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male
53,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male
49,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female
40,Bachelors,13,Married-spouse-absent,Transport-moving,Own-child,Other,Male
31,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male
47,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
35,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
47,Some-college,10,Never-married,Other-service,Own-child,White,Female
43,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female
51,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male
54,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
76,9th,5,Married-civ-spouse,Other-service,Husband,White,Male
33,7th-8th,4,Never-married,Sales,Not-in-family,White,Male
19,12th,8,Never-married,Transport-moving,Own-child,White,Male
49,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
26,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
23,Some-college,10,Never-married,Other-service,Own-child,White,Female
49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Some-college,10,Never-married,Sales,Not-in-family,White,Male
48,HS-grad,9,Never-married,Sales,Own-child,White,Male
36,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
33,12th,8,Separated,Adm-clerical,Unmarried,White,Female
31,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
53,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female
43,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
31,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male
53,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female
36,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
52,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female
24,Bachelors,13,Never-married,Sales,Own-child,White,Male
17,10th,6,Never-married,Protective-serv,Own-child,White,Female
53,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
21,Some-college,10,Never-married,Sales,Own-child,White,Male
29,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
28,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
61,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
20,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
47,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
40,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
26,Some-college,10,Never-married,Other-service,Own-child,Black,Female
53,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
39,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male
17,11th,7,Never-married,Prof-specialty,Own-child,Black,Male
46,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male
34,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
45,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
23,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
28,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
18,11th,7,Never-married,Sales,Own-child,White,Male
38,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male
66,Assoc-voc,11,Widowed,?,Not-in-family,White,Female
28,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
49,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
29,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
43,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female
34,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female
30,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male
25,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
27,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
25,HS-grad,9,Never-married,Sales,Own-child,Black,Male
22,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
26,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male
49,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
44,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
37,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male
39,Bachelors,13,Never-married,Exec-managerial,Other-relative,Black,Male
33,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female
41,Masters,14,Married-civ-spouse,Sales,Wife,White,Female
65,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
40,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
26,Bachelors,13,Married-civ-spouse,?,Wife,White,Female
31,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male
28,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female
71,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
25,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
25,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,10,Married-civ-spouse,?,Wife,White,Female
36,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male
56,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
34,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
39,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
31,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female
22,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
44,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
60,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
65,11th,7,Divorced,Machine-op-inspct,Other-relative,White,Male
44,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
53,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male
28,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
41,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female
40,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
35,11th,7,Married-civ-spouse,Sales,Wife,White,Female
41,9th,5,Married-civ-spouse,Sales,Wife,White,Female
28,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Some-college,10,Never-married,Other-service,Own-child,White,Female
28,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female
27,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female
27,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female
26,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
53,HS-grad,9,Widowed,Sales,Not-in-family,White,Female
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
50,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male
30,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female
47,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male
27,HS-grad,9,Never-married,?,Not-in-family,White,Male
55,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
21,Some-college,10,Never-married,Other-service,Own-child,White,Female
35,Some-college,10,Never-married,Transport-moving,Own-child,White,Male
31,12th,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female
39,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
19,Some-college,10,Never-married,Sales,Own-child,White,Female
25,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male
57,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
21,Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female
30,7th-8th,4,Widowed,?,Not-in-family,White,Female
25,Some-college,10,Never-married,Other-service,Not-in-family,White,Female
32,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male
26,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female
42,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
39,Some-college,10,Divorced,Sales,Unmarried,White,Male
48,Bachelors,13,Divorced,Priv-house-serv,Not-in-family,White,Female
24,Some-college,10,Never-married,Other-service,Unmarried,Black,Female
46,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male
53,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
36,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
34,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male
25,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
33,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
45,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
31,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male
21,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male
33,9th,5,Divorced,Craft-repair,Unmarried,White,Male
44,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
34,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female
30,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
32,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female
46,HS-grad,9,Divorced,?,Not-in-family,Black,Female
29,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,Some-college,10,Never-married,Other-service,Own-child,White,Male
35,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female
35,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female
29,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
21,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male
43,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
61,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
42,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
33,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female
35,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female
32,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
22,Some-college,10,Never-married,Sales,Own-child,White,Female
61,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female
28,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female
24,HS-grad,9,Never-married,Other-service,Own-child,Black,Male
58,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
42,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
56,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
26,Some-college,10,Never-married,?,Own-child,White,Female
25,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female
59,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
65,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
57,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male
36,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
18,12th,8,Never-married,?,Other-relative,Black,Male
18,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
28,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
20,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
19,Some-college,10,Never-married,Tech-support,Own-child,White,Male
28,Bachelors,13,Divorced,Other-service,Unmarried,White,Female
37,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male
23,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male
60,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male
17,12th,8,Never-married,Adm-clerical,Own-child,White,Female
37,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
